gene_id,assigned_peaks
c6.1,"['21-20831734-20832188', '21-20833014-20834057', '21-20834842-20835634', '21-20836112-20837315', '21-20839371-20840034', '21-20840621-20840962', '21-20843172-20843785', '21-20844481-20844983']"
c7b,"['21-20891957-20892536', '21-20894732-20895064', '21-20895327-20895892', '21-20896230-20896469', '21-20898864-20899688', '21-20900950-20901600', '21-20904614-20905560', '21-20906990-20907270', '21-20909386-20910260', '21-20910431-20910805']"
rgs7bpb,"['21-20931048-20932209', '21-20932506-20932827', '21-20933724-20934076', '21-20934998-20935964', '21-20937664-20939400', '21-20943970-20945957']"
htr1ab,"['21-20943970-20945957', '21-20949231-20951274', '21-20951875-20952711', '21-20954638-20955825', '21-20957353-20958147', '21-20958594-20959216']"
ndr1,"['21-21001964-21002631', '21-21004373-21005204', '21-21006595-21007422', '21-21008203-21009130', '21-21010424-21012673', '21-21013277-21013596', '21-21017391-21018098', '21-21019482-21020806']"
eif4ebp1,"['21-21013277-21013596', '21-21017391-21018098', '21-21019482-21020806', '21-21022857-21023634', '21-21026346-21027081', '21-21028227-21029760']"
ank1b,"['21-21139053-21139288', '21-21141360-21142391', '21-21144327-21144563', '21-21146800-21148679', '21-21151236-21152178', '21-21154606-21155605', '21-21156432-21157321']"
ftsj1,"['21-21169236-21169701', '21-21169972-21170216', '21-21170845-21171646', '21-21177624-21179363', '21-21180091-21180366', '21-21181696-21182024', '21-21182508-21182990', '21-21185761-21186586', '21-21187383-21187586']"
rictorb,"['21-21185761-21186586', '21-21187383-21187586', '21-21192099-21192341', '21-21193697-21194179', '21-21194944-21196138', '21-21196718-21197232', '21-21197935-21198633', '21-21198850-21199978', '21-21200982-21202165', '21-21202399-21202952', '21-21203317-21203823', '21-21204069-21204632']"
lifrb,"['21-21234163-21234432', '21-21236508-21236937', '21-21237421-21237743', '21-21238045-21238406', '21-21243384-21244343', '21-21244927-21245509', '21-21246493-21246701', '21-21246798-21247566', '21-21250812-21251816', '21-21252448-21252886', '21-21253390-21253864']"
ccdc61,"['21-21256719-21257663', '21-21258128-21259054', '21-21260023-21260850', '21-21263234-21264927', '21-21265958-21266941', '21-21268961-21270029', '21-21271569-21271961', '21-21272263-21273265']"
itpkca,"['21-21271569-21271961', '21-21272263-21273265', '21-21276500-21277385', '21-21278161-21279933', '21-21283068-21283676', '21-21285652-21286094', '21-21287701-21288452']"
qpctlb,"['21-21315670-21316373', '21-21318088-21319073', '21-21319561-21319773', '21-21324466-21326236', '21-21327003-21327597', '21-21330296-21331268', '21-21331708-21332081', '21-21333802-21334001']"
sdhaf1,"['21-21330296-21331268', '21-21331708-21332081', '21-21333802-21334001', '21-21335284-21336834', '21-21338814-21339598', '21-21342192-21342558', '21-21343803-21345338', '21-21348563-21349210']"
si:ch211-191j22.3,"['21-21335284-21336834', '21-21338814-21339598', '21-21342192-21342558', '21-21343803-21345338', '21-21348563-21349210', '21-21350063-21351046', '21-21351450-21352377', '21-21353475-21353990']"
kcnk12l,"['21-21348563-21349210', '21-21350063-21351046', '21-21351450-21352377', '21-21353475-21353990', '21-21355798-21356487', '21-21356871-21357633', '21-21360309-21361241', '21-21362760-21363746', '21-21364049-21365138']"
ppm1nb,"['21-21364049-21365138', '21-21370196-21370993', '21-21371471-21372061', '21-21372551-21373495', '21-21373940-21374602', '21-21374743-21375027', '21-21375893-21376701', '21-21377810-21378625', '21-21379495-21380086', '21-21380591-21381372']"
rtn2b,"['21-21370196-21370993', '21-21371471-21372061', '21-21372551-21373495', '21-21373940-21374602', '21-21374743-21375027', '21-21375893-21376701', '21-21377810-21378625', '21-21379495-21380086', '21-21380591-21381372']"
nectin3b,"['21-21509685-21510238', '21-21511827-21512907', '21-21513389-21514241', '21-21516152-21517024', '21-21519752-21521135', '21-21521528-21522211', '21-21523323-21523771']"
diablob,"['21-21519752-21521135', '21-21521528-21522211', '21-21523323-21523771', '21-21526697-21526928', '21-21527160-21528082', '21-21531404-21533522', '21-21533899-21534220', '21-21536143-21536342']"
b9d2,"['21-21604664-21605731', '21-21606808-21607023', '21-21609284-21610133', '21-21611696-21612553', '21-21614491-21615523', '21-21616068-21616845', '21-21617941-21618589', '21-21620319-21621640']"
tgfb1b,"['21-21611696-21612553', '21-21614491-21615523', '21-21616068-21616845', '21-21617941-21618589', '21-21620319-21621640', '21-21623273-21624326', '21-21625258-21626066', '21-21627003-21627356']"
cbr1l,"['21-21633206-21633997', '21-21634359-21634706', '21-21635693-21636593', '21-21639325-21642526', '21-21644136-21644838', '21-21646289-21646863', '21-21648322-21648884', '21-21650108-21650393']"
defbl1,"['21-21732743-21733119', '21-21733498-21733973', '21-21738042-21738981', '21-21741199-21742242', '21-21742430-21742737', '21-21743317-21744315', '21-21745410-21745712', '21-21748721-21749187', '21-21749698-21750301', '21-21750499-21751194', '21-21751211-21751533']"
pold3,"['21-21738042-21738981', '21-21741199-21742242', '21-21742430-21742737', '21-21743317-21744315', '21-21745410-21745712', '21-21748721-21749187', '21-21749698-21750301', '21-21750499-21751194', '21-21751211-21751533', '21-21752481-21752937']"
chrdl2,"['21-21772060-21772804', '21-21773470-21773712', '21-21775066-21775310', '21-21775424-21775823', '21-21776409-21776903', '21-21779862-21780154', '21-21780738-21781287', '21-21782464-21783333', '21-21784252-21784486', '21-21785543-21785834', '21-21786528-21787250', '21-21788076-21788851']"
xrra1,"['21-21782464-21783333', '21-21784252-21784486', '21-21785543-21785834', '21-21786528-21787250', '21-21788076-21788851', '21-21790944-21792176', '21-21793522-21794489', '21-21795935-21797445', '21-21798264-21799070', '21-21800725-21801213']"
neu3.1,"['21-21782464-21783333', '21-21784252-21784486', '21-21785543-21785834', '21-21786528-21787250', '21-21788076-21788851', '21-21790944-21792176', '21-21793522-21794489', '21-21795935-21797445', '21-21798264-21799070', '21-21800725-21801213']"
neu3.2,"['21-21788076-21788851', '21-21790944-21792176', '21-21793522-21794489', '21-21795935-21797445', '21-21798264-21799070', '21-21800725-21801213', '21-21803141-21803443', '21-21804141-21804567', '21-21804905-21805104']"
neu3.3,"['21-21793522-21794489', '21-21795935-21797445', '21-21798264-21799070', '21-21800725-21801213', '21-21803141-21803443', '21-21804141-21804567', '21-21804905-21805104', '21-21806387-21807023', '21-21809420-21809866', '21-21812677-21813099']"
neu3.4,"['21-21803141-21803443', '21-21804141-21804567', '21-21804905-21805104', '21-21806387-21807023', '21-21809420-21809866', '21-21812677-21813099', '21-21814630-21814981', '21-21816040-21816414', '21-21818288-21819155']"
neu3.5,"['21-21809420-21809866', '21-21812677-21813099', '21-21814630-21814981', '21-21816040-21816414', '21-21818288-21819155', '21-21823398-21824431', '21-21825178-21825794', '21-21826006-21827049']"
wdr73,"['21-21814630-21814981', '21-21816040-21816414', '21-21818288-21819155', '21-21823398-21824431', '21-21825178-21825794', '21-21826006-21827049', '21-21828864-21829431']"
defbl2,"['21-21818288-21819155', '21-21823398-21824431', '21-21825178-21825794', '21-21826006-21827049', '21-21828864-21829431', '21-21835522-21835811', '21-21836028-21837032']"
gria4b,"['21-21900964-21901410', '21-21901704-21902877', '21-21904550-21905383', '21-21906266-21907312', '21-21907704-21907999', '21-21908239-21908553', '21-21909794-21910297', '21-21912878-21913694', '21-21915601-21916513']"
elmod1,"['21-22109674-22110208', '21-22114342-22115329', '21-22118232-22119122', '21-22120777-22122478', '21-22124516-22124894']"
slc35f2,"['21-22114342-22115329', '21-22118232-22119122', '21-22120777-22122478', '21-22124516-22124894', '21-22126457-22127469', '21-22129877-22130403', '21-22131254-22132068']"
cul5b,"['21-22118232-22119122', '21-22120777-22122478', '21-22124516-22124894', '21-22126457-22127469', '21-22129877-22130403', '21-22131254-22132068', '21-22134461-22134664']"
capn5b,"['21-22135792-22137265', '21-22139317-22139548', '21-22145005-22146280', '21-22148160-22148705', '21-22153737-22153997']"
ompb,"['21-22182866-22183137', '21-22183737-22183936', '21-22184157-22184382', '21-22186199-22186777', '21-22189037-22190176', '21-22193748-22194446', '21-22194617-22194969', '21-22195144-22195463', '21-22196573-22196965', '21-22198007-22199584']"
myo7ab,"['21-22218025-22218661', '21-22219914-22220346', '21-22220901-22221232', '21-22221465-22221664', '21-22222398-22222737', '21-22223280-22223663', '21-22225159-22226005', '21-22226656-22227567', '21-22227852-22228158', '21-22229126-22229325', '21-22229794-22230307', '21-22231020-22231624', '21-22232208-22232597', '21-22235109-22235426']"
gdpd4b,"['21-22316497-22317214', '21-22317534-22318211', '21-22321679-22322533', '21-22323095-22323568', '21-22324526-22325766', '21-22326419-22327047', '21-22328519-22328833', '21-22329643-22330973']"
nadk2,"['21-22321679-22322533', '21-22323095-22323568', '21-22324526-22325766', '21-22326419-22327047', '21-22328519-22328833', '21-22329643-22330973', '21-22335094-22335293', '21-22336054-22336510', '21-22336963-22337678', '21-22338119-22338431']"
skp2,"['21-22348452-22349049', '21-22353957-22354368', '21-22355224-22355989', '21-22356691-22358131', '21-22360067-22360481', '21-22360596-22360869', '21-22360956-22362811', '21-22364181-22365036', '21-22366901-22367502']"
si:ch73-112l6.1,"['21-22390942-22391798', '21-22392671-22393741', '21-22394594-22394975', '21-22396693-22397216', '21-22398209-22399260', '21-22400630-22401641', '21-22404152-22405083', '21-22406525-22407244']"
lmbrd2b,"['21-22392671-22393741', '21-22394594-22394975', '21-22396693-22397216', '21-22398209-22399260', '21-22400630-22401641', '21-22404152-22405083', '21-22406525-22407244']"
capslb,"['21-22415096-22415504', '21-22418948-22419214', '21-22420450-22420776', '21-22421157-22421455', '21-22422967-22423462', '21-22424799-22425338', '21-22426149-22426765', '21-22430994-22431870']"
il7r,"['21-22426149-22426765', '21-22430994-22431870', '21-22435182-22436208', '21-22437497-22437883', '21-22441095-22441915', '21-22442458-22442962', '21-22444383-22445981']"
myo5b,"['21-22537612-22538175', '21-22538658-22539318', '21-22543076-22544193', '21-22545555-22546066', '21-22546952-22547254', '21-22547454-22547961', '21-22549449-22550320', '21-22552268-22552794', '21-22554051-22554551', '21-22555986-22556807']"
cfap53,"['21-22549449-22550320', '21-22552268-22552794', '21-22554051-22554551', '21-22555986-22556807', '21-22557099-22558951', '21-22561833-22562664']"
chek1,"['21-22549449-22550320', '21-22552268-22552794', '21-22554051-22554551', '21-22555986-22556807', '21-22557099-22558951', '21-22561833-22562664']"
nectin1a,"['21-22627007-22627871', '21-22630177-22630895', '21-22633038-22633927', '21-22634780-22635774', '21-22636728-22637846', '21-22642552-22643609']"
gig2l,"['21-22642552-22643609', '21-22647213-22647938', '21-22652517-22653674', '21-22657531-22657781']"
gig2k,"['21-22657531-22657781', '21-22659396-22659957', '21-22660937-22661717', '21-22663789-22664359', '21-22666676-22667039', '21-22669070-22669981', '21-22671230-22671856', '21-22671927-22672437', '21-22672889-22673417']"
gig2j,"['21-22663789-22664359', '21-22666676-22667039', '21-22669070-22669981', '21-22671230-22671856', '21-22671927-22672437', '21-22672889-22673417', '21-22678323-22679955']"
gig2i,"['21-22663789-22664359', '21-22666676-22667039', '21-22669070-22669981', '21-22671230-22671856', '21-22671927-22672437', '21-22672889-22673417', '21-22678323-22679955', '21-22680965-22681533']"
gig2h,"['21-22666676-22667039', '21-22669070-22669981', '21-22671230-22671856', '21-22671927-22672437', '21-22672889-22673417', '21-22678323-22679955', '21-22680965-22681533']"
gig2g,"['21-22669070-22669981', '21-22671230-22671856', '21-22671927-22672437', '21-22672889-22673417', '21-22678323-22679955', '21-22680965-22681533', '21-22686257-22686934', '21-22687887-22688773']"
gig2f,"['21-22671927-22672437', '21-22672889-22673417', '21-22678323-22679955', '21-22680965-22681533', '21-22686257-22686934', '21-22687887-22688773', '21-22690215-22690575']"
gig2e,"['21-22680965-22681533', '21-22686257-22686934', '21-22687887-22688773', '21-22690215-22690575', '21-22692968-22693839', '21-22693954-22694493', '21-22695180-22695788', '21-22696121-22697631', '21-22697839-22698044']"
gig2d,"['21-22686257-22686934', '21-22687887-22688773', '21-22690215-22690575', '21-22692968-22693839', '21-22693954-22694493', '21-22695180-22695788', '21-22696121-22697631', '21-22697839-22698044', '21-22699301-22700237']"
bud13,"['21-22687887-22688773', '21-22690215-22690575', '21-22692968-22693839', '21-22693954-22694493', '21-22695180-22695788', '21-22696121-22697631', '21-22697839-22698044', '21-22699301-22700237', '21-22704869-22705172', '21-22706228-22706968']"
si:dkeyp-69c1.9,"['21-22699301-22700237', '21-22704869-22705172', '21-22706228-22706968', '21-22707385-22707604', '21-22708373-22709457', '21-22709947-22710207', '21-22712410-22713320', '21-22714653-22715187', '21-22717901-22718783']"
c1qb,"['21-22706228-22706968', '21-22707385-22707604', '21-22708373-22709457', '21-22709947-22710207', '21-22712410-22713320', '21-22714653-22715187', '21-22717901-22718783', '21-22719634-22720422', '21-22722206-22722825', '21-22724469-22724702']"
c1qc,"['21-22712410-22713320', '21-22714653-22715187', '21-22717901-22718783', '21-22719634-22720422', '21-22722206-22722825', '21-22724469-22724702', '21-22727812-22728519', '21-22728844-22730125']"
c1qa,"['21-22717901-22718783', '21-22719634-22720422', '21-22722206-22722825', '21-22724469-22724702', '21-22727812-22728519', '21-22728844-22730125', '21-22730518-22731068', '21-22733023-22733345', '21-22733662-22734786']"
fbxo40.1,"['21-22722206-22722825', '21-22724469-22724702', '21-22727812-22728519', '21-22728844-22730125', '21-22730518-22731068', '21-22733023-22733345', '21-22733662-22734786', '21-22737102-22737585', '21-22738729-22740281']"
fbxo40.2,"['21-22727812-22728519', '21-22728844-22730125', '21-22730518-22731068', '21-22733023-22733345', '21-22733662-22734786', '21-22737102-22737585', '21-22738729-22740281', '21-22742625-22743526', '21-22743927-22744268', '21-22746391-22747283']"
arhgap42a,"['21-22730518-22731068', '21-22733023-22733345', '21-22733662-22734786', '21-22737102-22737585', '21-22738729-22740281', '21-22742625-22743526', '21-22743927-22744268', '21-22746391-22747283', '21-22747655-22748450']"
trpc6a,"['21-22803807-22804053', '21-22806812-22807085', '21-22807851-22808709', '21-22808898-22809246', '21-22809739-22810080', '21-22810389-22811373', '21-22812176-22812661', '21-22812942-22813300', '21-22817281-22817521', '21-22817844-22818283', '21-22819035-22819345', '21-22821290-22821678', '21-22822602-22823320']"
angptl5,"['21-22821290-22821678', '21-22822602-22823320', '21-22824249-22824954', '21-22825675-22825906', '21-22827381-22828815', '21-22833313-22834189', '21-22837535-22838120']"
cfap300,"['21-22819035-22819345', '21-22821290-22821678', '21-22822602-22823320', '21-22824249-22824954', '21-22825675-22825906', '21-22827381-22828815', '21-22833313-22834189', '21-22837535-22838120']"
birc2,"['21-22824249-22824954', '21-22825675-22825906', '21-22827381-22828815', '21-22833313-22834189', '21-22837535-22838120', '21-22840188-22841885']"
polq,"['21-22862747-22863260', '21-22863462-22863825', '21-22865877-22866847', '21-22867611-22868245', '21-22869500-22869704', '21-22871294-22873028', '21-22878192-22880049', '21-22881357-22881771']"
ddias,"['21-22862747-22863260', '21-22863462-22863825', '21-22865877-22866847', '21-22867611-22868245', '21-22869500-22869704', '21-22871294-22873028', '21-22878192-22880049', '21-22881357-22881771']"
pcf11,"['21-22869500-22869704', '21-22871294-22873028', '21-22878192-22880049', '21-22881357-22881771', '21-22883806-22885006']"
ccdc90b,"['21-22883806-22885006', '21-22890829-22893362', '21-22898233-22898762', '21-22899075-22899600', '21-22900022-22901268']"
alg8,"['21-22883806-22885006', '21-22890829-22893362', '21-22898233-22898762', '21-22899075-22899600', '21-22900022-22901268']"
guca1d,"['21-22905269-22905720', '21-22906079-22906567', '21-22908400-22909096', '21-22910092-22910678', '21-22912070-22912716', '21-22913907-22914818', '21-22915027-22915685', '21-22916220-22916472', '21-22916612-22916962', '21-22917508-22917885', '21-22918989-22919338']"
dub,"['21-22942669-22943356', '21-22945860-22947210', '21-22949539-22950392', '21-22951261-22952602', '21-22956737-22958446', '21-22959657-22960554', '21-22961162-22961384']"
rb1,"['21-23008626-23008949', '21-23010408-23011045', '21-23011293-23012092', '21-23012886-23013250', '21-23013758-23014682', '21-23016636-23017703', '21-23019556-23020016', '21-23020147-23021059', '21-23024177-23024563', '21-23024876-23025429', '21-23026707-23027136']"
lpar6b,"['21-22975234-22975456', '21-22976153-22977461', '21-22977766-22978939', '21-22978999-22979439', '21-22984133-22986370', '21-22987484-22988275', '21-22988389-22989078', '21-22989699-22990574']"
dlat,"['21-23026707-23027136', '21-23029103-23029612', '21-23031098-23032070', '21-23034146-23035167', '21-23035628-23036124', '21-23040435-23041310', '21-23042112-23042855', '21-23043239-23044104']"
zw10,"['21-23040435-23041310', '21-23042112-23042855', '21-23043239-23044104', '21-23045480-23046761', '21-23047754-23048021', '21-23048430-23048853', '21-23050993-23051533', '21-23052351-23052612', '21-23053383-23053843']"
usp28,"['21-23101531-23101945', '21-23105060-23105538', '21-23106927-23107345', '21-23109236-23110279', '21-23110460-23111531', '21-23111723-23112004', '21-23114340-23114577', '21-23117780-23118492']"
htr3a,"['21-23127231-23127906', '21-23128549-23129095', '21-23138090-23138968', '21-23140269-23140845', '21-23142280-23143018', '21-23143346-23143882']"
zbtb16a,"['21-23299077-23299457', '21-23299778-23300029', '21-23300577-23301480', '21-23302966-23303565', '21-23304186-23305345', '21-23306532-23306792', '21-23307234-23308072', '21-23309949-23310662', '21-23310913-23311361', '21-23312021-23312572', '21-23313298-23314874']"
ncam1a,"['21-23739554-23740042', '21-23741053-23742013', '21-23742864-23743692', '21-23744162-23744956', '21-23745493-23747281', '21-23748452-23749277', '21-23751061-23752101', '21-23752931-23753795', '21-23755287-23755888']"
cadm1a,"['21-23946302-23946820', '21-23951849-23952468', '21-23952853-23954913', '21-23957397-23958280', '21-23958951-23959800', '21-23960432-23961630']"
sc5d,"['21-24525492-24525813', '21-24526073-24526438', '21-24528522-24529514', '21-24530003-24530382', '21-24532042-24532273', '21-24534924-24536936', '21-24539832-24540776', '21-24541003-24541966', '21-24542335-24543096']"
anapc13,"['21-24528522-24529514', '21-24530003-24530382', '21-24532042-24532273', '21-24534924-24536936', '21-24539832-24540776', '21-24541003-24541966', '21-24542335-24543096', '21-24545363-24546233']"
arhgap32b,"['21-24667546-24668706', '21-24668996-24669613', '21-24670482-24670915', '21-24671105-24672054', '21-24675570-24675769', '21-24676293-24677732', '21-24682960-24683929', '21-24685562-24686001']"
igsf9bb,"['21-24857436-24858124', '21-24860747-24861555', '21-24863594-24864335', '21-24865034-24865968', '21-24869569-24869782', '21-24870409-24871232', '21-24871637-24872221']"
jam3b,"['21-24977217-24979697', '21-24981028-24981811', '21-24984511-24985908', '21-24987233-24988185', '21-24990077-24990292', '21-24992976-24993412']"
zgc:171740,"['21-25045319-25045628', '21-25048157-25048437', '21-25049920-25050237', '21-25051237-25052061', '21-25052394-25053070', '21-25053826-25054641', '21-25057083-25057642', '21-25057890-25058723', '21-25059748-25060063', '21-25062004-25062341', '21-25062748-25063519']"
dixdc1b,"['21-25059748-25060063', '21-25062004-25062341', '21-25062748-25063519', '21-25067848-25069031', '21-25070900-25072184', '21-25073127-25073505', '21-25073831-25074414']"
ddx10,"['21-25110712-25111482', '21-25113429-25114088', '21-25115273-25115847', '21-25119085-25119690', '21-25120213-25121519', '21-25124817-25125610', '21-25125723-25125994', '21-25129260-25129952']"
si:dkey-183i3.5,"['21-25178282-25179482', '21-25179919-25180508', '21-25180909-25182366', '21-25184162-25184509', '21-25186884-25187972', '21-25188903-25189216', '21-25190329-25190589', '21-25190945-25191610', '21-25193364-25193668', '21-25194843-25195909']"
si:dkey-183i3.6,"['21-25188903-25189216', '21-25190329-25190589', '21-25190945-25191610', '21-25193364-25193668', '21-25194843-25195909', '21-25197995-25198760', '21-25200331-25200739', '21-25202739-25202938', '21-25203146-25203435', '21-25204226-25204443', '21-25204512-25205227', '21-25206616-25207238']"
rfc2,"['21-25204226-25204443', '21-25204512-25205227', '21-25206616-25207238', '21-25207886-25208627', '21-25210537-25210799', '21-25212596-25213829', '21-25220862-25221320', '21-25221909-25222333']"
sycn.2,"['21-25220862-25221320', '21-25221909-25222333', '21-25223193-25223792', '21-25224278-25224871', '21-25224983-25225861', '21-25226443-25226885', '21-25228190-25229149', '21-25229482-25229750', '21-25230969-25231352', '21-25231999-25232339', '21-25234709-25235043', '21-25235610-25236472']"
gng8,"['21-25221909-25222333', '21-25223193-25223792', '21-25224278-25224871', '21-25224983-25225861', '21-25226443-25226885', '21-25228190-25229149', '21-25229482-25229750', '21-25230969-25231352', '21-25231999-25232339', '21-25234709-25235043', '21-25235610-25236472', '21-25236763-25237018', '21-25239311-25240250']"
tmem45b,"['21-25226443-25226885', '21-25228190-25229149', '21-25229482-25229750', '21-25230969-25231352', '21-25231999-25232339', '21-25234709-25235043', '21-25235610-25236472', '21-25236763-25237018', '21-25239311-25240250', '21-25241871-25242691', '21-25243546-25244127']"
nfrkb,"['21-25262465-25263125', '21-25264005-25265346', '21-25269284-25270318', '21-25271037-25272890', '21-25273335-25273577', '21-25274182-25274610', '21-25275827-25276253', '21-25279509-25280065', '21-25281004-25281426']"
st14b,"['21-25286300-25287140', '21-25289390-25289822', '21-25292059-25292528', '21-25293427-25293860', '21-25293909-25294149', '21-25294216-25295225', '21-25297654-25298861', '21-25299106-25299982', '21-25302324-25302802']"
ppme1,"['21-25386717-25387300', '21-25390884-25391748', '21-25393679-25395444', '21-25396752-25397650', '21-25398033-25398894', '21-25399469-25400061', '21-25403509-25403752']"
sms,"['21-25407067-25407356', '21-25407420-25407777', '21-25410466-25411631', '21-25415241-25416575', '21-25421609-25422115', '21-25423530-25423855', '21-25425274-25425571']"
cnksr2b,"['21-25513765-25514737', '21-25515819-25516104', '21-25518386-25519292', '21-25521719-25523076', '21-25524497-25525423']"
nlrc3l1,"['21-25524497-25525423', '21-25532685-25534251', '21-25535862-25536149', '21-25536825-25537626', '21-25538919-25539440', '21-25539661-25539860', '21-25540602-25541231', '21-25541267-25542186']"
si:dkey-17e16.9,"['21-25547395-25547877', '21-25549576-25550407', '21-25551606-25552131', '21-25552659-25553547', '21-25555708-25556398', '21-25557389-25557629', '21-25558455-25558956', '21-25561362-25562304', '21-25564791-25565555']"
efemp2b,"['21-25595893-25596167', '21-25597860-25598617', '21-25598726-25599454', '21-25601097-25601880', '21-25604337-25605411', '21-25606499-25606960', '21-25608969-25609749', '21-25610293-25610925', '21-25611391-25612312', '21-25612752-25613401']"
fibpb,"['21-25604337-25605411', '21-25606499-25606960', '21-25608969-25609749', '21-25610293-25610925', '21-25611391-25612312', '21-25612752-25613401', '21-25614529-25615222', '21-25615389-25615689', '21-25616416-25616867', '21-25617149-25617637', '21-25618023-25618596', '21-25620334-25620566']"
fosl1b,"['21-25610293-25610925', '21-25611391-25612312', '21-25612752-25613401', '21-25614529-25615222', '21-25615389-25615689', '21-25616416-25616867', '21-25617149-25617637', '21-25618023-25618596', '21-25620334-25620566', '21-25622148-25623466', '21-25624097-25625335', '21-25628385-25628733']"
tmem223,"['21-25614529-25615222', '21-25615389-25615689', '21-25616416-25616867', '21-25617149-25617637', '21-25618023-25618596', '21-25620334-25620566', '21-25622148-25623466', '21-25624097-25625335', '21-25628385-25628733', '21-25630551-25631554']"
ovol1b,"['21-25615389-25615689', '21-25616416-25616867', '21-25617149-25617637', '21-25618023-25618596', '21-25620334-25620566', '21-25622148-25623466', '21-25624097-25625335', '21-25628385-25628733', '21-25630551-25631554', '21-25633285-25633537']"
sumf2,"['21-25660590-25661130', '21-25662823-25663420', '21-25664019-25664534', '21-25667105-25667752', '21-25667815-25668469', '21-25669387-25670362', '21-25672348-25673045', '21-25673268-25673873', '21-25675770-25675989', '21-25676704-25677626', '21-25678096-25679105']"
phkg1b,"['21-25676704-25677626', '21-25678096-25679105', '21-25680921-25681453', '21-25684136-25684387', '21-25685334-25686391', '21-25686960-25687224', '21-25687616-25688830', '21-25689681-25689967', '21-25691296-25692252', '21-25694493-25694857']"
bicdl2l,"['21-25680921-25681453', '21-25684136-25684387', '21-25685334-25686391', '21-25686960-25687224', '21-25687616-25688830', '21-25689681-25689967', '21-25691296-25692252', '21-25694493-25694857', '21-25695513-25696258', '21-25696461-25697006', '21-25697270-25697804']"
abhd11,"['21-25713625-25713982', '21-25714065-25714839', '21-25715590-25715970', '21-25716763-25717274', '21-25718539-25719352', '21-25721599-25721948', '21-25722174-25722923', '21-25723385-25723883', '21-25726597-25726875', '21-25726952-25727777', '21-25729067-25730084', '21-25731745-25732051']"
cldnb,"['21-25757011-25757397', '21-25757809-25758750', '21-25759541-25759863', '21-25760831-25761870', '21-25763829-25764642', '21-25765422-25766454', '21-25766792-25767086', '21-25770235-25770814', '21-25771830-25773014', '21-25773863-25774611']"
cldnd,"['21-25770235-25770814', '21-25771830-25773014', '21-25773863-25774611', '21-25777240-25778154', '21-25779535-25780359', '21-25783326-25783668', '21-25786109-25786789']"
mettl27,"['21-25793706-25795019', '21-25795228-25796551', '21-25799746-25800187', '21-25800976-25802024', '21-25802249-25803541', '21-25805119-25805508', '21-25808660-25809335', '21-25810677-25811258']"
nf2b,"['21-25793706-25795019', '21-25795228-25796551', '21-25799746-25800187', '21-25800976-25802024', '21-25802249-25803541', '21-25805119-25805508', '21-25808660-25809335', '21-25810677-25811258']"
caln2,"['21-25924957-25925844', '21-25926656-25926968', '21-25927120-25927376', '21-25929384-25929783', '21-25930010-25930516', '21-25931372-25932692', '21-25935646-25936258', '21-25936947-25937606', '21-25938138-25938758', '21-25939796-25940031', '21-25940847-25941511', '21-25941587-25941951']"
sdf2,"['21-26019130-26019968', '21-26022845-26023302', '21-26023735-26024852', '21-26025204-26025689', '21-26027385-26028429', '21-26028798-26029297', '21-26030638-26030837', '21-26033796-26034606', '21-26034854-26035592', '21-26035967-26036308']"
supt6h,"['21-26019130-26019968', '21-26022845-26023302', '21-26023735-26024852', '21-26025204-26025689', '21-26027385-26028429', '21-26028798-26029297', '21-26030638-26030837', '21-26033796-26034606', '21-26034854-26035592', '21-26035967-26036308', '21-26037713-26038333']"
rab34b,"['21-26062675-26063545', '21-26064468-26064705', '21-26066777-26067212', '21-26068438-26069267', '21-26070812-26071087', '21-26071485-26072793', '21-26074747-26075532', '21-26076012-26076706', '21-26077182-26077945', '21-26078538-26079629', '21-26080290-26081095']"
rpl23a,"['21-26062675-26063545', '21-26064468-26064705', '21-26066777-26067212', '21-26068438-26069267', '21-26070812-26071087', '21-26071485-26072793', '21-26074747-26075532', '21-26076012-26076706', '21-26077182-26077945', '21-26078538-26079629', '21-26080290-26081095']"
tlcd1,"['21-26080290-26081095', '21-26085609-26086121', '21-26086494-26086693', '21-26087740-26088655', '21-26089550-26090644', '21-26090767-26091344', '21-26093326-26093872', '21-26094677-26095530', '21-26097258-26097833', '21-26098790-26099021']"
nipal4,"['21-26107555-26108006', '21-26108156-26108925', '21-26109329-26109981', '21-26110661-26110910', '21-26112971-26113245', '21-26114429-26115008', '21-26115628-26116381', '21-26117040-26117320', '21-26117570-26118220', '21-26118457-26118754', '21-26119004-26119855', '21-26120230-26120718']"
gria1b,"['21-26242975-26243344', '21-26243554-26243759', '21-26244213-26244599', '21-26248228-26249176', '21-26249688-26250857', '21-26253271-26253517', '21-26255441-26255945', '21-26257634-26258441', '21-26258948-26259425', '21-26259961-26260343']"
tmsb,"['21-26382513-26383893', '21-26384844-26386151', '21-26389065-26389736', '21-26393917-26395422', '21-26395572-26395793', '21-26397311-26398158']"
eif4ebp3,"['21-26397311-26398158', '21-26400210-26401022', '21-26401574-26402418', '21-26405179-26405492', '21-26405696-26406670', '21-26408222-26409069', '21-26410965-26412340']"
ankhd1,"['21-26476046-26476715', '21-26479419-26479807', '21-26481764-26483795', '21-26484575-26485222', '21-26486907-26487754', '21-26489528-26491605', '21-26492037-26492722']"
