gene_id,assigned_peaks
eif1axb,"['24-24150484-24151385', '24-24151866-24152582', '24-24153867-24154758', '24-24155523-24155929', '24-24157230-24157943', '24-24158711-24159579', '24-24160357-24161384', '24-24162518-24163376', '24-24167403-24168603', '24-24170142-24171413', '24-24171733-24171970', '24-24172257-24172629', '24-24173636-24173923', '24-24174594-24175543', '24-24178106-24178486', '24-24180291-24180854', '24-24180991-24181474', '24-24183882-24184805', '24-24187410-24187936']"
si:dkey-226l10.6,"['24-24151866-24152582', '24-24153867-24154758', '24-24155523-24155929', '24-24157230-24157943', '24-24158711-24159579', '24-24160357-24161384', '24-24162518-24163376', '24-24167403-24168603', '24-24170142-24171413', '24-24171733-24171970', '24-24172257-24172629', '24-24173636-24173923', '24-24174594-24175543', '24-24178106-24178486', '24-24180291-24180854', '24-24180991-24181474', '24-24183882-24184805', '24-24187410-24187936']"
rps6ka3b,"['24-24254282-24254968', '24-24256368-24257213', '24-24257621-24257907', '24-24259753-24260113', '24-24262016-24262642', '24-24263962-24264838', '24-24265209-24265573', '24-24267155-24267821', '24-24270942-24271916', '24-24272501-24273057', '24-24273771-24274368', '24-24274533-24275407', '24-24275905-24276844', '24-24277563-24277919', '24-24281483-24281863', '24-24281929-24282610', '24-24284137-24284847', '24-24285582-24286292', '24-24287522-24289122']"
pdha1b,"['24-24262016-24262642', '24-24263962-24264838', '24-24265209-24265573', '24-24267155-24267821', '24-24270942-24271916', '24-24272501-24273057', '24-24273771-24274368', '24-24274533-24275407', '24-24275905-24276844', '24-24277563-24277919', '24-24281483-24281863', '24-24281929-24282610', '24-24284137-24284847', '24-24285582-24286292', '24-24287522-24289122', '24-24293857-24294451', '24-24294647-24295504', '24-24296466-24296870', '24-24299864-24300369']"
ythdf3,"['24-24267155-24267821', '24-24270942-24271916', '24-24272501-24273057', '24-24273771-24274368', '24-24274533-24275407', '24-24275905-24276844', '24-24277563-24277919', '24-24281483-24281863', '24-24281929-24282610', '24-24284137-24284847', '24-24285582-24286292', '24-24287522-24289122', '24-24293857-24294451', '24-24294647-24295504', '24-24296466-24296870', '24-24299864-24300369', '24-24301878-24302962', '24-24304064-24305197']"
bhlhe22,"['24-24443221-24444160', '24-24444667-24445145', '24-24447404-24447830', '24-24448208-24448940', '24-24449381-24450217', '24-24450334-24450803', '24-24451494-24452055', '24-24452681-24453920', '24-24454496-24454993', '24-24455449-24456323', '24-24456858-24457601', '24-24459339-24460104', '24-24460179-24460788', '24-24461239-24462541', '24-24463651-24463925', '24-24464265-24464751', '24-24467020-24467358', '24-24468996-24469783', '24-24472075-24473071', '24-24474677-24475329', '24-24476809-24477382', '24-24478699-24479036', '24-24480623-24481361']"
armc1,"['24-24704997-24705525', '24-24705761-24706277', '24-24707131-24707525', '24-24710908-24711659', '24-24712202-24712639', '24-24714369-24715061', '24-24716361-24716778', '24-24717603-24718032', '24-24719777-24721122', '24-24723261-24724383', '24-24725953-24727295', '24-24728112-24728941', '24-24730500-24731362', '24-24733629-24734218', '24-24734248-24734447', '24-24734649-24734993', '24-24737256-24738488', '24-24740474-24740916', '24-24742290-24742880', '24-24743169-24743698']"
mtfr1,"['24-24707131-24707525', '24-24710908-24711659', '24-24712202-24712639', '24-24714369-24715061', '24-24716361-24716778', '24-24717603-24718032', '24-24719777-24721122', '24-24723261-24724383', '24-24725953-24727295', '24-24728112-24728941', '24-24730500-24731362', '24-24733629-24734218', '24-24734248-24734447', '24-24734649-24734993', '24-24737256-24738488', '24-24740474-24740916', '24-24742290-24742880', '24-24743169-24743698', '24-24744636-24744845', '24-24745978-24746521']"
pde7a,"['24-24802960-24803689', '24-24804002-24804915', '24-24805491-24805788', '24-24806316-24807278', '24-24808310-24808908', '24-24809707-24810339', '24-24814696-24815268', '24-24815714-24817034', '24-24819790-24820011', '24-24821311-24821561', '24-24822447-24822733', '24-24824009-24824532', '24-24827576-24830143', '24-24831417-24832281', '24-24832878-24833736', '24-24834921-24835451', '24-24838951-24839629']"
dnajc5b,"['24-24789513-24790396', '24-24792055-24792902', '24-24794855-24795430', '24-24796139-24797787', '24-24799399-24800381', '24-24802960-24803689', '24-24804002-24804915', '24-24805491-24805788', '24-24806316-24807278', '24-24808310-24808908', '24-24809707-24810339', '24-24814696-24815268', '24-24815714-24817034', '24-24819790-24820011', '24-24821311-24821561', '24-24822447-24822733', '24-24824009-24824532']"
trim55b,"['24-24814696-24815268', '24-24815714-24817034', '24-24819790-24820011', '24-24821311-24821561', '24-24822447-24822733', '24-24824009-24824532', '24-24827576-24830143', '24-24831417-24832281', '24-24832878-24833736', '24-24834921-24835451', '24-24838951-24839629', '24-24842168-24843375', '24-24843877-24844723', '24-24845622-24846145', '24-24847951-24849355', '24-24851026-24851297']"
crhb,"['24-24831417-24832281', '24-24832878-24833736', '24-24834921-24835451', '24-24838951-24839629', '24-24842168-24843375', '24-24843877-24844723', '24-24845622-24846145', '24-24847951-24849355', '24-24851026-24851297', '24-24852697-24853180', '24-24854331-24854736', '24-24856158-24856932', '24-24859288-24859881', '24-24861016-24861344', '24-24862475-24863143', '24-24863266-24863761', '24-24867196-24867412']"
pcyt1ba,"['24-24904357-24904813', '24-24904906-24905157', '24-24905416-24905788', '24-24906053-24906643', '24-24908366-24908578', '24-24908634-24908833', '24-24910371-24910570', '24-24910723-24911193', '24-24911357-24912209', '24-24913120-24913613', '24-24914540-24914756', '24-24916905-24917557', '24-24918705-24919023', '24-24919898-24920956', '24-24922631-24923619', '24-24925343-24926493', '24-24927224-24928187', '24-24928908-24929238', '24-24929797-24930411', '24-24930786-24931598', '24-24933441-24934303', '24-24935417-24936482', '24-24939003-24939419', '24-24939738-24940099', '24-24941613-24942089']"
pdk3a,"['24-24939738-24940099', '24-24941613-24942089', '24-24944036-24944603', '24-24946138-24946386', '24-24947850-24948879', '24-24949966-24950555', '24-24950906-24951209', '24-24953396-24953595', '24-24954245-24954563', '24-24956863-24957687', '24-24958379-24959853', '24-24960301-24961117', '24-24963116-24964048', '24-24964428-24965112', '24-24969372-24970050', '24-24970163-24971094', '24-24971321-24971536', '24-24973215-24973775', '24-24976266-24976706', '24-24977296-24977722', '24-24977892-24978584', '24-24979107-24979353']"
slc51a,"['24-24963116-24964048', '24-24964428-24965112', '24-24969372-24970050', '24-24970163-24971094', '24-24971321-24971536', '24-24973215-24973775', '24-24976266-24976706', '24-24977296-24977722', '24-24977892-24978584', '24-24979107-24979353', '24-24979914-24980730', '24-24982508-24983300', '24-24984468-24984758', '24-24986569-24987571', '24-24988605-24988871', '24-24988963-24989476', '24-24989967-24990166', '24-24990388-24990689', '24-24994868-24995469', '24-24996502-24996790', '24-24997530-24998354', '24-24998480-24998679', '24-25000531-25001471']"
zdhhc20b,"['24-24986569-24987571', '24-24988605-24988871', '24-24988963-24989476', '24-24989967-24990166', '24-24990388-24990689', '24-24994868-24995469', '24-24996502-24996790', '24-24997530-24998354', '24-24998480-24998679', '24-25000531-25001471', '24-25004012-25004917', '24-25005178-25005441', '24-25008641-25008848', '24-25010754-25011691', '24-25012282-25012628', '24-25014079-25014451', '24-25014915-25015725', '24-25017021-25017668', '24-25018236-25019047', '24-25019553-25020504', '24-25023366-25023830']"
nup58,"['24-25010754-25011691', '24-25012282-25012628', '24-25014079-25014451', '24-25014915-25015725', '24-25017021-25017668', '24-25018236-25019047', '24-25019553-25020504', '24-25023366-25023830', '24-25024884-25025153', '24-25025805-25026524', '24-25028695-25029205', '24-25029572-25030358', '24-25031809-25033911', '24-25037069-25037401', '24-25038771-25039005', '24-25039276-25039640', '24-25040877-25041908', '24-25042371-25042590', '24-25043354-25044464', '24-25047414-25047787', '24-25048820-25049756']"
mtmr6,"['24-25014079-25014451', '24-25014915-25015725', '24-25017021-25017668', '24-25018236-25019047', '24-25019553-25020504', '24-25023366-25023830', '24-25024884-25025153', '24-25025805-25026524', '24-25028695-25029205', '24-25029572-25030358', '24-25031809-25033911', '24-25037069-25037401', '24-25038771-25039005', '24-25039276-25039640', '24-25040877-25041908', '24-25042371-25042590', '24-25043354-25044464', '24-25047414-25047787', '24-25048820-25049756', '24-25050250-25050522']"
amer2,"['24-25050250-25050522', '24-25051662-25052349', '24-25052472-25053039', '24-25054717-25055140', '24-25057979-25058997', '24-25060381-25061134', '24-25061837-25062226', '24-25063225-25064050', '24-25065259-25066085', '24-25068634-25071408', '24-25073038-25073493', '24-25073935-25074624', '24-25076016-25076793', '24-25077610-25078013', '24-25079170-25079841', '24-25082659-25083198', '24-25084985-25085749', '24-25086138-25087097', '24-25087829-25088117']"
phldb2b,"['24-25148349-25148854', '24-25149374-25149843', '24-25150184-25150387', '24-25150759-25151535', '24-25152813-25153278', '24-25153685-25154475', '24-25154786-25155473', '24-25156421-25157305', '24-25158479-25159467', '24-25159878-25160610', '24-25161496-25161989', '24-25165203-25165597', '24-25166054-25166866', '24-25169898-25170312', '24-25170821-25171336', '24-25172520-25173356', '24-25175229-25175974', '24-25176906-25177500', '24-25179056-25179862', '24-25183775-25184493']"
plcxd2,"['24-25169898-25170312', '24-25170821-25171336', '24-25172520-25173356', '24-25175229-25175974', '24-25176906-25177500', '24-25179056-25179862', '24-25183775-25184493', '24-25186496-25187297', '24-25189146-25190285', '24-25190546-25190807', '24-25191070-25192138', '24-25198088-25198421', '24-25198641-25198893', '24-25199032-25199734', '24-25199784-25200381', '24-25200561-25201219', '24-25201950-25202595']"
si:ch73-264p11.1,"['24-25172520-25173356', '24-25175229-25175974', '24-25176906-25177500', '24-25179056-25179862', '24-25183775-25184493', '24-25186496-25187297', '24-25189146-25190285', '24-25190546-25190807', '24-25191070-25192138', '24-25198088-25198421', '24-25198641-25198893', '24-25199032-25199734', '24-25199784-25200381', '24-25200561-25201219', '24-25201950-25202595', '24-25207452-25209107', '24-25209516-25210483', '24-25210732-25211146']"
cip2a,"['24-25190546-25190807', '24-25191070-25192138', '24-25198088-25198421', '24-25198641-25198893', '24-25199032-25199734', '24-25199784-25200381', '24-25200561-25201219', '24-25201950-25202595', '24-25207452-25209107', '24-25209516-25210483', '24-25210732-25211146', '24-25212091-25212948', '24-25215656-25215873', '24-25216218-25217077', '24-25217264-25218804', '24-25219634-25219947', '24-25221090-25221411', '24-25222687-25223256', '24-25223522-25224094', '24-25224450-25224739', '24-25225475-25226245', '24-25227418-25227642']"
hhla2b.2,"['24-25225475-25226245', '24-25227418-25227642', '24-25228878-25230061', '24-25230725-25231200', '24-25231858-25232462', '24-25233207-25234139', '24-25238763-25240763', '24-25241519-25242505', '24-25245296-25245901', '24-25246455-25246755', '24-25248050-25248417', '24-25249212-25250203', '24-25251249-25252444', '24-25253687-25253999', '24-25257117-25257316', '24-25258183-25259271', '24-25260954-25261208', '24-25262065-25262610', '24-25263315-25263629']"
hhla2b.1,"['24-25238763-25240763', '24-25241519-25242505', '24-25245296-25245901', '24-25246455-25246755', '24-25248050-25248417', '24-25249212-25250203', '24-25251249-25252444', '24-25253687-25253999', '24-25257117-25257316', '24-25258183-25259271', '24-25260954-25261208', '24-25262065-25262610', '24-25263315-25263629', '24-25264233-25265167', '24-25266893-25267566', '24-25269122-25269722', '24-25272215-25272688', '24-25273271-25273808', '24-25274824-25275421']"
adgrg2a,"['24-25284455-25284819', '24-25285215-25286137', '24-25286501-25287782', '24-25288330-25288967', '24-25289404-25289656', '24-25291683-25292291', '24-25294493-25295089', '24-25296977-25297875', '24-25298324-25298606', '24-25300603-25300865', '24-25302068-25302543', '24-25303132-25303333', '24-25304263-25304607', '24-25304835-25305351', '24-25306694-25307174', '24-25309379-25309808', '24-25311878-25312193', '24-25313356-25313657', '24-25313951-25314448', '24-25315027-25315925', '24-25316083-25316702', '24-25317483-25317824', '24-25319114-25319317', '24-25319672-25320023']"
ptchd1,"['24-25346839-25347825', '24-25350661-25352394', '24-25352846-25353428', '24-25354108-25354307', '24-25355049-25355890', '24-25357420-25358280', '24-25359200-25359664', '24-25361073-25361437', '24-25362803-25363592', '24-25364271-25364922', '24-25367141-25367376', '24-25367755-25368624', '24-25370108-25370716', '24-25371734-25372033', '24-25373105-25373469', '24-25374996-25375860', '24-25378334-25378722', '24-25378833-25379032', '24-25379189-25379560', '24-25379939-25380388', '24-25382128-25382894', '24-25384138-25384379']"
phex,"['24-25425310-25425587', '24-25425977-25426307', '24-25427927-25428609', '24-25430643-25431028', '24-25432583-25433466', '24-25436217-25437112', '24-25437836-25438115', '24-25438501-25438703', '24-25439023-25439692', '24-25440820-25441146', '24-25441853-25442592', '24-25443691-25444003', '24-25444682-25445537', '24-25448895-25449605', '24-25449940-25450151', '24-25454802-25455851', '24-25456429-25456780', '24-25459615-25460073', '24-25460447-25461831']"
mbtps2,"['24-25441853-25442592', '24-25443691-25444003', '24-25444682-25445537', '24-25448895-25449605', '24-25449940-25450151', '24-25454802-25455851', '24-25456429-25456780', '24-25459615-25460073', '24-25460447-25461831', '24-25463663-25463873', '24-25464613-25465491', '24-25465913-25466223', '24-25467315-25467820', '24-25469476-25469675', '24-25470994-25472434', '24-25473371-25473600', '24-25473816-25474072', '24-25474236-25474652', '24-25477493-25478089']"
smpx,"['24-25448895-25449605', '24-25449940-25450151', '24-25454802-25455851', '24-25456429-25456780', '24-25459615-25460073', '24-25460447-25461831', '24-25463663-25463873', '24-25464613-25465491', '24-25465913-25466223', '24-25467315-25467820', '24-25469476-25469675', '24-25470994-25472434', '24-25473371-25473600', '24-25473816-25474072', '24-25474236-25474652', '24-25477493-25478089', '24-25482037-25482253', '24-25482977-25484074', '24-25484849-25485440', '24-25486807-25487168']"
cnksr2a,"['24-25654062-25654371', '24-25655683-25656250', '24-25656265-25656640', '24-25658355-25658726', '24-25660323-25660752', '24-25661473-25661902', '24-25663574-25664134', '24-25666293-25666746', '24-25669066-25669522', '24-25669602-25669905', '24-25671860-25672727', '24-25673139-25674098', '24-25676886-25678191', '24-25679946-25680445', '24-25681604-25681803', '24-25682003-25682523', '24-25684057-25684876', '24-25685313-25685735', '24-25690607-25691388', '24-25692301-25693196']"
chrnd,"['24-25671860-25672727', '24-25673139-25674098', '24-25676886-25678191', '24-25679946-25680445', '24-25681604-25681803', '24-25682003-25682523', '24-25684057-25684876', '24-25685313-25685735', '24-25690607-25691388', '24-25692301-25693196', '24-25693742-25694196', '24-25696745-25697605', '24-25698074-25698306', '24-25699833-25700668', '24-25703245-25704013', '24-25704979-25705233', '24-25706062-25706390', '24-25707372-25707769', '24-25708733-25709030']"
camk2n2,"['24-25673139-25674098', '24-25676886-25678191', '24-25679946-25680445', '24-25681604-25681803', '24-25682003-25682523', '24-25684057-25684876', '24-25685313-25685735', '24-25690607-25691388', '24-25692301-25693196', '24-25693742-25694196', '24-25696745-25697605', '24-25698074-25698306', '24-25699833-25700668', '24-25703245-25704013', '24-25704979-25705233', '24-25706062-25706390', '24-25707372-25707769', '24-25708733-25709030', '24-25711386-25711874']"
klhl24b,"['24-25769262-25770137', '24-25771830-25772393', '24-25773143-25773867', '24-25774099-25774622', '24-25775672-25776511', '24-25777065-25777668', '24-25779724-25780563', '24-25781520-25781831', '24-25784856-25785809', '24-25786469-25787383', '24-25787844-25789134', '24-25791118-25791998', '24-25792923-25793523', '24-25793788-25795165', '24-25796996-25797784', '24-25797847-25798518', '24-25799641-25800385', '24-25800535-25801040', '24-25801423-25801840', '24-25805953-25806161', '24-25807335-25808789']"
sh3kbp1,"['24-25775672-25776511', '24-25777065-25777668', '24-25779724-25780563', '24-25781520-25781831', '24-25784856-25785809', '24-25786469-25787383', '24-25787844-25789134', '24-25791118-25791998', '24-25792923-25793523', '24-25793788-25795165', '24-25796996-25797784', '24-25797847-25798518', '24-25799641-25800385', '24-25800535-25801040', '24-25801423-25801840', '24-25805953-25806161', '24-25807335-25808789', '24-25811227-25811505', '24-25813102-25813786']"
map3k15,"['24-25893863-25895087', '24-25895449-25895672', '24-25897834-25898352', '24-25900019-25900532', '24-25902711-25903095', '24-25903256-25904005', '24-25905439-25905951', '24-25909593-25909890', '24-25910235-25910794', '24-25911839-25912263', '24-25912524-25913608', '24-25914725-25915950', '24-25918127-25918948', '24-25920588-25921067', '24-25921476-25922358', '24-25924099-25924298', '24-25925332-25925583', '24-25927334-25927734', '24-25928041-25928923', '24-25930208-25930657', '24-25931998-25932197']"
ccl20b,"['24-25988068-25988267', '24-25989629-25990021', '24-25993392-25993873', '24-25995400-25996243', '24-25997652-25998140', '24-26000608-26001194', '24-26002386-26002922', '24-26005877-26006993', '24-26007785-26008136', '24-26008998-26009805', '24-26011321-26011520', '24-26011531-26011786', '24-26016589-26018442', '24-26019213-26019516', '24-26020196-26020470', '24-26023358-26023880', '24-26024077-26024585', '24-26026064-26026377']"
tfr1b,"['24-25997652-25998140', '24-26000608-26001194', '24-26002386-26002922', '24-26005877-26006993', '24-26007785-26008136', '24-26008998-26009805', '24-26011321-26011520', '24-26011531-26011786', '24-26016589-26018442', '24-26019213-26019516', '24-26020196-26020470', '24-26023358-26023880', '24-26024077-26024585', '24-26026064-26026377', '24-26032944-26033912', '24-26034717-26035641']"
tnk2a,"['24-26016589-26018442', '24-26019213-26019516', '24-26020196-26020470', '24-26023358-26023880', '24-26024077-26024585', '24-26026064-26026377', '24-26032944-26033912', '24-26034717-26035641', '24-26036251-26037344', '24-26038853-26039755', '24-26040709-26041382', '24-26044507-26045288', '24-26045886-26046609', '24-26047564-26048361', '24-26048822-26050254', '24-26051481-26051960']"
tmtopsb,"['24-26115067-26115368', '24-26116177-26117003', '24-26120336-26121136', '24-26121312-26121670', '24-26123583-26123888', '24-26124430-26124895', '24-26125350-26125855', '24-26126652-26127173', '24-26127819-26128457', '24-26128897-26129222', '24-26132406-26132612', '24-26133589-26135250', '24-26136532-26136801', '24-26140333-26140995', '24-26141634-26142930', '24-26144663-26145052', '24-26145592-26146028', '24-26146915-26147499', '24-26148012-26148744', '24-26150984-26151432', '24-26151706-26151906', '24-26152309-26152708']"
dre-mir-727,"['24-26166764-26167150', '24-26169560-26169945', '24-26172141-26172541', '24-26174501-26175238', '24-26176614-26177108', '24-26177613-26178610', '24-26179096-26179793', '24-26180197-26180483', '24-26185227-26185713', '24-26186195-26186610', '24-26187018-26187416', '24-26187680-26187889', '24-26189854-26190946', '24-26191907-26192338', '24-26192498-26193176', '24-26195493-26195983', '24-26197728-26198019', '24-26200023-26200247', '24-26200324-26201285', '24-26202762-26203222']"
dre-mir-728,"['24-26172141-26172541', '24-26174501-26175238', '24-26176614-26177108', '24-26177613-26178610', '24-26179096-26179793', '24-26180197-26180483', '24-26185227-26185713', '24-26186195-26186610', '24-26187018-26187416', '24-26187680-26187889', '24-26189854-26190946', '24-26191907-26192338', '24-26192498-26193176', '24-26195493-26195983', '24-26197728-26198019', '24-26200023-26200247', '24-26200324-26201285', '24-26202762-26203222', '24-26204692-26206211', '24-26207445-26208356', '24-26208457-26208841']"
adipoqa,"['24-26222521-26223291', '24-26223382-26223713', '24-26223961-26224160', '24-26225162-26225705', '24-26229715-26230516', '24-26231479-26232369', '24-26232417-26232781', '24-26235436-26235719', '24-26236851-26238251', '24-26238958-26239611', '24-26239762-26240301', '24-26240481-26240978', '24-26244753-26245495', '24-26247291-26248363', '24-26248474-26249782', '24-26251083-26251677', '24-26251998-26252496', '24-26254027-26254248', '24-26256679-26257725', '24-26257905-26259026', '24-26259807-26260286']"
and1,"['24-26266611-26267482', '24-26269116-26269509', '24-26269756-26270233', '24-26271389-26272180', '24-26275936-26277080', '24-26277451-26277773', '24-26278089-26278517', '24-26279941-26281377', '24-26281675-26282127', '24-26282191-26282390', '24-26283113-26283522', '24-26284030-26284396', '24-26284531-26285077', '24-26300419-26300833']"
cops9,"['24-26283113-26283522', '24-26284030-26284396', '24-26284531-26285077', '24-26300419-26300833', '24-26301532-26303530', '24-26305558-26305908', '24-26307967-26308599', '24-26308774-26309491', '24-26310059-26310352', '24-26310623-26311223', '24-26314679-26315002']"
otos,"['24-26284531-26285077', '24-26300419-26300833', '24-26301532-26303530', '24-26305558-26305908', '24-26307967-26308599', '24-26308774-26309491', '24-26310059-26310352', '24-26310623-26311223', '24-26314679-26315002']"
apodb,"['24-26300419-26300833', '24-26301532-26303530', '24-26305558-26305908', '24-26307967-26308599', '24-26308774-26309491', '24-26310059-26310352', '24-26310623-26311223', '24-26314679-26315002', '24-26327748-26327974', '24-26328258-26329331', '24-26329462-26330078', '24-26330316-26330639']"
mynn,"['24-26310059-26310352', '24-26310623-26311223', '24-26314679-26315002', '24-26327748-26327974', '24-26328258-26329331', '24-26329462-26330078', '24-26330316-26330639', '24-26331101-26331427', '24-26333084-26334405', '24-26335279-26335942', '24-26338054-26338253', '24-26338507-26338952', '24-26340129-26340441', '24-26344594-26345806', '24-26346212-26346621', '24-26347344-26347544']"
lrrc34,"['24-26327748-26327974', '24-26328258-26329331', '24-26329462-26330078', '24-26330316-26330639', '24-26331101-26331427', '24-26333084-26334405', '24-26335279-26335942', '24-26338054-26338253', '24-26338507-26338952', '24-26340129-26340441', '24-26344594-26345806', '24-26346212-26346621', '24-26347344-26347544', '24-26348155-26349004', '24-26350937-26351775', '24-26354676-26355345', '24-26357215-26357803', '24-26357960-26358283', '24-26358634-26359516', '24-26361560-26362605', '24-26363365-26364048', '24-26364908-26365141']"
lrrc31,"['24-26350937-26351775', '24-26354676-26355345', '24-26357215-26357803', '24-26357960-26358283', '24-26358634-26359516', '24-26361560-26362605', '24-26363365-26364048', '24-26364908-26365141', '24-26365600-26366138', '24-26368385-26369326', '24-26369950-26370922', '24-26371224-26371466', '24-26371469-26371923', '24-26373298-26373639', '24-26374252-26375120', '24-26376025-26376903', '24-26378250-26378674', '24-26379294-26380166', '24-26380405-26381205', '24-26382996-26383812', '24-26385658-26387025']"
si:ch211-230g15.5,"['24-26350937-26351775', '24-26354676-26355345', '24-26357215-26357803', '24-26357960-26358283', '24-26358634-26359516', '24-26361560-26362605', '24-26363365-26364048', '24-26364908-26365141', '24-26365600-26366138', '24-26368385-26369326', '24-26369950-26370922', '24-26371224-26371466', '24-26371469-26371923', '24-26373298-26373639', '24-26374252-26375120', '24-26376025-26376903', '24-26378250-26378674', '24-26379294-26380166', '24-26380405-26381205', '24-26382996-26383812', '24-26385658-26387025']"
skilb,"['24-26368385-26369326', '24-26369950-26370922', '24-26371224-26371466', '24-26371469-26371923', '24-26373298-26373639', '24-26374252-26375120', '24-26376025-26376903', '24-26378250-26378674', '24-26379294-26380166', '24-26380405-26381205', '24-26382996-26383812', '24-26385658-26387025', '24-26390257-26390547', '24-26391697-26392112', '24-26392501-26393404', '24-26393690-26394497', '24-26394513-26395280', '24-26396232-26396853', '24-26398936-26399961', '24-26401664-26403104']"
zgc:194621,"['24-26380405-26381205', '24-26382996-26383812', '24-26385658-26387025', '24-26390257-26390547', '24-26391697-26392112', '24-26392501-26393404', '24-26393690-26394497', '24-26394513-26395280', '24-26396232-26396853', '24-26398936-26399961', '24-26401664-26403104', '24-26406353-26407393', '24-26410720-26411540', '24-26411852-26412611', '24-26414356-26415033', '24-26416950-26418019']"
cldn11b,"['24-26414356-26415033', '24-26416950-26418019', '24-26419808-26420662', '24-26422444-26422783', '24-26423501-26424790', '24-26428470-26429374', '24-26429865-26430704', '24-26431158-26431545', '24-26431781-26432969', '24-26433800-26434523', '24-26434830-26435654', '24-26436681-26437612', '24-26438884-26439541', '24-26440386-26441555', '24-26442213-26442696', '24-26443785-26444664', '24-26445593-26445854', '24-26446043-26447031', '24-26449250-26450242']"
slc7a14b,"['24-26449250-26450242', '24-26452405-26452723', '24-26454267-26455023', '24-26456517-26457398', '24-26460453-26460982', '24-26462658-26463523', '24-26464030-26464823', '24-26465083-26465870', '24-26466631-26467762', '24-26468281-26469330', '24-26469575-26470249', '24-26472813-26474308', '24-26475097-26476005', '24-26476512-26476732', '24-26479266-26480031', '24-26480561-26481156', '24-26483776-26485477']"
rpl22l1,"['24-26460453-26460982', '24-26462658-26463523', '24-26464030-26464823', '24-26465083-26465870', '24-26466631-26467762', '24-26468281-26469330', '24-26469575-26470249', '24-26472813-26474308', '24-26475097-26476005', '24-26476512-26476732', '24-26479266-26480031', '24-26480561-26481156', '24-26483776-26485477', '24-26487443-26488333', '24-26488954-26489372', '24-26492164-26493033', '24-26493749-26494253', '24-26495296-26495892', '24-26497076-26498043', '24-26498859-26499075']"
eif5a,"['24-26466631-26467762', '24-26468281-26469330', '24-26469575-26470249', '24-26472813-26474308', '24-26475097-26476005', '24-26476512-26476732', '24-26479266-26480031', '24-26480561-26481156', '24-26483776-26485477', '24-26487443-26488333', '24-26488954-26489372', '24-26492164-26493033', '24-26493749-26494253', '24-26495296-26495892', '24-26497076-26498043', '24-26498859-26499075', '24-26501050-26502181', '24-26502533-26503462']"
tnikb,"['24-26612886-26613651', '24-26613730-26614502', '24-26614836-26615634', '24-26616844-26617517', '24-26617838-26618691', '24-26619048-26619421', '24-26619719-26620405', '24-26622315-26623802', '24-26625016-26627340', '24-26630624-26632359', '24-26633489-26633855', '24-26634022-26634738', '24-26635016-26635788', '24-26636230-26637564', '24-26638707-26639133', '24-26639352-26639866', '24-26642489-26642843', '24-26643847-26644155', '24-26645988-26646492', '24-26647548-26648052', '24-26648738-26649062']"
pld1b,"['24-26717599-26718021', '24-26718588-26718831', '24-26720193-26720392', '24-26721346-26721766', '24-26723103-26723425', '24-26724921-26725924', '24-26729244-26730070', '24-26733576-26734283', '24-26735227-26736082', '24-26737021-26737919', '24-26739955-26740781', '24-26741416-26742957', '24-26745492-26746343', '24-26748263-26749049', '24-26749706-26749959', '24-26750799-26751662', '24-26752267-26752982', '24-26753757-26754301']"
ghsrb,"['24-26723103-26723425', '24-26724921-26725924', '24-26729244-26730070', '24-26733576-26734283', '24-26735227-26736082', '24-26737021-26737919', '24-26739955-26740781', '24-26741416-26742957', '24-26745492-26746343', '24-26748263-26749049', '24-26749706-26749959', '24-26750799-26751662', '24-26752267-26752982', '24-26753757-26754301', '24-26757249-26757756', '24-26758948-26760471', '24-26761044-26761316', '24-26761351-26762008']"
fndc3bb,"['24-26867444-26868318', '24-26870040-26870688', '24-26872808-26874049', '24-26875670-26876456', '24-26877209-26877898', '24-26880097-26880875', '24-26881762-26882583', '24-26884822-26885996', '24-26886497-26887528', '24-26890680-26891328', '24-26892139-26892823', '24-26892931-26893540', '24-26894501-26896613', '24-26899896-26900751', '24-26900912-26901939', '24-26904513-26905368']"
nceh1b.1,"['24-26877209-26877898', '24-26880097-26880875', '24-26881762-26882583', '24-26884822-26885996', '24-26886497-26887528', '24-26890680-26891328', '24-26892139-26892823', '24-26892931-26893540', '24-26894501-26896613', '24-26899896-26900751', '24-26900912-26901939', '24-26904513-26905368', '24-26905859-26906301', '24-26907100-26908401', '24-26911016-26911265', '24-26912516-26913403', '24-26914969-26915423']"
tnfsf10,"['24-26912516-26913403', '24-26914969-26915423', '24-26915972-26916216', '24-26916474-26917180', '24-26919420-26920221', '24-26921251-26921641', '24-26921780-26921979', '24-26923169-26924067', '24-26926330-26927256', '24-26927417-26928353', '24-26928781-26929047', '24-26932140-26932845', '24-26933597-26934125', '24-26934928-26935473', '24-26935885-26937054', '24-26937817-26938273', '24-26938367-26938956', '24-26939737-26940089', '24-26941604-26942507', '24-26942608-26943430', '24-26944727-26946372', '24-26947324-26947800', '24-26947962-26948813', '24-26950363-26950701', '24-26951937-26952387']"
