gene_id,chr,start,end,strand,TSS,TSS_10kb_start,TSS_10kb_end,TSS_20kb_start,TSS_20kb_end,TSS_50kb_start,TSS_50kb_end,TSS_100kb_start,TSS_100kb_end,chr_number,chr_coord_10kb,chr_coord_20kb,chr_coord_50kb,chr_coord_100kb
mynn,NC_007135.7,26328782,26343902,+,26328782,26318782,26338782,26308782,26348782,26278782,26378782,26228782,26428782,24,24-26318782-26338782,24-26308782-26348782,24-26278782-26378782,24-26228782-26428782
lrrc34,NC_007135.7,26345396,26355053,+,26345396,26335396,26355396,26325396,26365396,26295396,26395396,26245396,26445396,24,24-26335396-26355396,24-26325396-26365396,24-26295396-26395396,24-26245396-26445396
lrrc31,NC_007135.7,26354818,26369187,-,26369187,26359187,26379187,26349187,26389187,26319187,26419187,26269187,26469187,24,24-26359187-26379187,24-26349187-26389187,24-26319187-26419187,24-26269187-26469187
si:ch211-230g15.5,NC_007135.7,26368810,26429684,+,26368810,26358810,26378810,26348810,26388810,26318810,26418810,26268810,26468810,24,24-26358810-26378810,24-26348810-26388810,24-26318810-26418810,24-26268810-26468810
skilb,NC_007135.7,26373105,26386639,-,26386639,26376639,26396639,26366639,26406639,26336639,26436639,26286639,26486639,24,24-26376639-26396639,24-26366639-26406639,24-26336639-26436639,24-26286639-26486639
zgc:194621,NC_007135.7,26395276,26399507,-,26399507,26389507,26409507,26379507,26419507,26349507,26449507,26299507,26499507,24,24-26389507-26409507,24-26379507-26419507,24-26349507-26449507,24-26299507-26499507
cldn11b,NC_007135.7,26432541,26440947,+,26432541,26422541,26442541,26412541,26452541,26382541,26482541,26332541,26532541,24,24-26422541-26442541,24-26412541-26452541,24-26382541-26482541,24-26332541-26532541
slc7a14b,NC_007135.7,26441939,26467189,-,26467189,26457189,26477189,26447189,26487189,26417189,26517189,26367189,26567189,24,24-26457189-26477189,24-26447189-26487189,24-26417189-26517189,24-26367189-26567189
rpl22l1,NC_007135.7,26475182,26479835,-,26479835,26469835,26489835,26459835,26499835,26429835,26529835,26379835,26579835,24,24-26469835-26489835,24-26459835-26499835,24-26429835-26529835,24-26379835-26579835
eif5a,NC_007135.7,26481966,26485311,-,26485311,26475311,26495311,26465311,26505311,26435311,26535311,26385311,26585311,24,24-26475311-26495311,24-26465311-26505311,24-26435311-26535311,24-26385311-26585311
tnikb,NC_007135.7,26492667,26632201,-,26632201,26622201,26642201,26612201,26652201,26582201,26682201,26532201,26732201,24,24-26622201-26642201,24-26612201-26652201,24-26582201-26682201,24-26532201-26732201
pld1b,NC_007135.7,26662747,26735927,-,26735927,26725927,26745927,26715927,26755927,26685927,26785927,26635927,26835927,24,24-26725927-26745927,24-26715927-26755927,24-26685927-26785927,24-26635927-26835927
ghsrb,NC_007135.7,26742084,26748417,+,26742084,26732084,26752084,26722084,26762084,26692084,26792084,26642084,26842084,24,24-26732084-26752084,24-26722084-26762084,24-26692084-26792084,24-26642084-26842084
fndc3bb,NC_007135.7,26753956,26885867,-,26885867,26875867,26895867,26865867,26905867,26835867,26935867,26785867,26985867,24,24-26875867-26895867,24-26865867-26905867,24-26835867-26935867,24-26785867-26985867
nceh1b.1,NC_007135.7,26895821,26902694,+,26895821,26885821,26905821,26875821,26915821,26845821,26945821,26795821,26995821,24,24-26885821-26905821,24-26875821-26915821,24-26845821-26945821,24-26795821-26995821
tnfsf10,NC_007135.7,26932472,26937526,+,26932472,26922472,26942472,26912472,26952472,26882472,26982472,26832472,27032472,24,24-26922472-26942472,24-26912472-26952472,24-26882472-26982472,24-26832472-27032472
msl2b,NC_007135.7,26941197,26945564,-,26945564,26935564,26955564,26925564,26965564,26895564,26995564,26845564,27045564,24,24-26935564-26955564,24-26925564-26965564,24-26895564-26995564,24-26845564-27045564
stag1b,NC_007135.7,26948712,26995161,-,26995161,26985161,27005161,26975161,27015161,26945161,27045161,26895161,27095161,24,24-26985161-27005161,24-26975161-27015161,24-26945161-27045161,24-26895161-27095161
larp4b,NC_007135.7,26997787,27021444,+,26997787,26987787,27007787,26977787,27017787,26947787,27047787,26897787,27097787,24,24-26987787-27007787,24-26977787-27017787,24-26947787-27047787,24-26897787-27097787
dip2ca,NC_007135.7,27023342,27224650,+,27023342,27013342,27033342,27003342,27043342,26973342,27073342,26923342,27123342,24,24-27013342-27033342,24-27003342-27043342,24-26973342-27073342,24-26923342-27123342
zmynd11,NC_007135.7,27224743,27256333,-,27256333,27246333,27266333,27236333,27276333,27206333,27306333,27156333,27356333,24,24-27246333-27266333,24-27236333-27276333,24-27206333-27306333,24-27156333-27356333
vipr2,NC_007135.7,27268099,27346951,+,27268099,27258099,27278099,27248099,27288099,27218099,27318099,27168099,27368099,24,24-27258099-27278099,24-27248099-27288099,24-27218099-27318099,24-27168099-27368099
ccl34b.1,NC_007135.7,27397356,27400022,-,27400022,27390022,27410022,27380022,27420022,27350022,27450022,27300022,27500022,24,24-27390022-27410022,24-27380022-27420022,24-27350022-27450022,24-27300022-27500022
ccl34b.4,NC_007135.7,27416591,27419198,-,27419198,27409198,27429198,27399198,27439198,27369198,27469198,27319198,27519198,24,24-27409198-27429198,24-27399198-27439198,24-27369198-27469198,24-27319198-27519198
ccl34b.8,NC_007135.7,27449992,27452509,-,27452509,27442509,27462509,27432509,27472509,27402509,27502509,27352509,27552509,24,24-27442509-27462509,24-27432509-27472509,24-27402509-27502509,24-27352509-27552509
ccl34b.9,NC_007135.7,27459841,27461295,-,27461295,27451295,27471295,27441295,27481295,27411295,27511295,27361295,27561295,24,24-27451295-27471295,24-27441295-27481295,24-27411295-27511295,24-27361295-27561295
cxl34b.11,NC_007135.7,27470279,27473705,-,27473705,27463705,27483705,27453705,27493705,27423705,27523705,27373705,27573705,24,24-27463705-27483705,24-27453705-27493705,24-27423705-27523705,24-27373705-27573705
cxcl32b.1,NC_007135.7,27511783,27512616,+,27511783,27501783,27521783,27491783,27531783,27461783,27561783,27411783,27611783,24,24-27501783-27521783,24-27491783-27531783,24-27461783-27561783,24-27411783-27611783
ek1,NC_007135.7,27548487,27715238,+,27548487,27538487,27558487,27528487,27568487,27498487,27598487,27448487,27648487,24,24-27538487-27558487,24-27528487-27568487,24-27498487-27598487,24-27448487-27648487
hs6st1b,NC_007135.7,27783946,27879182,-,27879182,27869182,27889182,27859182,27899182,27829182,27929182,27779182,27979182,24,24-27869182-27889182,24-27859182-27899182,24-27829182-27929182,24-27779182-27979182
bcl2a,NC_007135.7,28137210,28228917,-,28228917,28218917,28238917,28208917,28248917,28178917,28278917,28128917,28328917,24,24-28218917-28238917,24-28208917-28248917,24-28178917-28278917,24-28128917-28328917
cox4i1l,NC_007135.7,28231601,28245872,-,28245872,28235872,28255872,28225872,28265872,28195872,28295872,28145872,28345872,24,24-28235872-28255872,24-28225872-28265872,24-28195872-28295872,24-28145872-28345872
prkag2a,NC_007135.7,28252520,28381430,-,28381430,28371430,28391430,28361430,28401430,28331430,28431430,28281430,28481430,24,24-28371430-28391430,24-28361430-28401430,24-28331430-28431430,24-28281430-28481430
sh3glb1a,NC_007135.7,28383322,28398100,+,28383322,28373322,28393322,28363322,28403322,28333322,28433322,28283322,28483322,24,24-28373322-28393322,24-28363322-28403322,24-28333322-28433322,24-28283322-28483322
nrros,NC_007135.7,28410963,28419444,-,28419444,28409444,28429444,28399444,28439444,28369444,28469444,28319444,28519444,24,24-28409444-28429444,24-28399444-28439444,24-28369444-28469444,24-28319444-28519444
fbxo45,NC_007135.7,28426540,28437828,-,28437828,28427828,28447828,28417828,28457828,28387828,28487828,28337828,28537828,24,24-28427828-28447828,24-28417828-28457828,24-28387828-28487828,24-28337828-28537828
arhgap29a,NC_007135.7,28443536,28557691,+,28443536,28433536,28453536,28423536,28463536,28393536,28493536,28343536,28543536,24,24-28433536-28453536,24-28423536-28463536,24-28393536-28493536,24-28343536-28543536
abca4a,NC_007135.7,28561038,28575398,+,28561038,28551038,28571038,28541038,28581038,28511038,28611038,28461038,28661038,24,24-28551038-28571038,24-28541038-28581038,24-28511038-28611038,24-28461038-28661038
tecrl2a,NC_007135.7,28646310,28655675,-,28655675,28645675,28665675,28635675,28675675,28605675,28705675,28555675,28755675,24,24-28645675-28665675,24-28635675-28675675,24-28605675-28705675,24-28555675-28755675
olfm3a,NC_007135.7,28686305,28711176,-,28711176,28701176,28721176,28691176,28731176,28661176,28761176,28611176,28811176,24,24-28701176-28721176,24-28691176-28731176,24-28661176-28761176,24-28611176-28811176
col11a1a,NC_007135.7,28764019,28893251,-,28893251,28883251,28903251,28873251,28913251,28843251,28943251,28793251,28993251,24,24-28883251-28903251,24-28873251-28913251,24-28843251-28943251,24-28793251-28993251
rnpc3,NC_007135.7,28935200,28967023,+,28935200,28925200,28945200,28915200,28955200,28885200,28985200,28835200,29035200,24,24-28925200-28945200,24-28915200-28955200,24-28885200-28985200,24-28835200-29035200
prmt6,NC_007135.7,29352039,29353521,+,29352039,29342039,29362039,29332039,29372039,29302039,29402039,29252039,29452039,24,24-29342039-29362039,24-29332039-29372039,24-29302039-29402039,24-29252039-29452039
ntng1a,NC_007135.7,29362323,29526561,+,29362323,29352323,29372323,29342323,29382323,29312323,29412323,29262323,29462323,24,24-29352323-29372323,24-29342323-29382323,24-29312323-29412323,24-29262323-29462323
aglb,NC_007135.7,29784076,29906803,-,29906803,29896803,29916803,29886803,29926803,29856803,29956803,29806803,30006803,24,24-29896803-29916803,24-29886803-29926803,24-29856803-29956803,24-29806803-30006803
frrs1b,NC_007135.7,29907662,29931978,+,29907662,29897662,29917662,29887662,29927662,29857662,29957662,29807662,30007662,24,24-29897662-29917662,24-29887662-29927662,24-29857662-29957662,24-29807662-30007662
palmdb,NC_007135.7,29933870,29997303,-,29997303,29987303,30007303,29977303,30017303,29947303,30047303,29897303,30097303,24,24-29987303-30007303,24-29977303-30017303,24-29947303-30047303,24-29897303-30097303
plppr5b,NC_007135.7,30093914,30199070,+,30093914,30083914,30103914,30073914,30113914,30043914,30143914,29993914,30193914,24,24-30083914-30103914,24-30073914-30113914,24-30043914-30143914,24-29993914-30193914
snx7,NC_007135.7,30227941,30275308,-,30275308,30265308,30285308,30255308,30295308,30225308,30325308,30175308,30375308,24,24-30265308-30285308,24-30255308-30295308,24-30225308-30325308,24-30175308-30375308
dre-mir-137-2,NC_007135.7,30352608,30352735,+,30352608,30342608,30362608,30332608,30372608,30302608,30402608,30252608,30452608,24,24-30342608-30362608,24-30332608-30372608,24-30302608-30402608,24-30252608-30452608
dpyda.1,NC_007135.7,30392889,30780016,+,30392889,30382889,30402889,30372889,30412889,30342889,30442889,30292889,30492889,24,24-30382889-30402889,24-30372889-30412889,24-30342889-30442889,24-30292889-30492889
ptbp2a,NC_007135.7,30834160,30862177,-,30862177,30852177,30872177,30842177,30882177,30812177,30912177,30762177,30962177,24,24-30852177-30872177,24-30842177-30882177,24-30812177-30912177,24-30762177-30962177
hccsb,NC_007135.7,31081899,31092576,-,31092576,31082576,31102576,31072576,31112576,31042576,31142576,30992576,31192576,24,24-31082576-31102576,24-31072576-31112576,24-31042576-31142576,24-30992576-31192576
tlcd4a,NC_007135.7,31096716,31140376,-,31140376,31130376,31150376,31120376,31160376,31090376,31190376,31040376,31240376,24,24-31130376-31150376,24-31120376-31160376,24-31090376-31190376,24-31040376-31240376
cnn3a,NC_007135.7,31170362,31194816,-,31194816,31184816,31204816,31174816,31214816,31144816,31244816,31094816,31294816,24,24-31184816-31204816,24-31174816-31214816,24-31144816-31244816,24-31094816-31294816
alg14,NC_007135.7,31201205,31223205,-,31223205,31213205,31233205,31203205,31243205,31173205,31273205,31123205,31323205,24,24-31213205-31233205,24-31203205-31243205,24-31173205-31273205,24-31123205-31323205
f3a,NC_007135.7,31277401,31290719,+,31277401,31267401,31287401,31257401,31297401,31227401,31327401,31177401,31377401,24,24-31267401-31287401,24-31257401-31297401,24-31227401-31327401,24-31177401-31377401
acp5b,NC_007135.7,31294019,31306724,-,31306724,31296724,31316724,31286724,31326724,31256724,31356724,31206724,31406724,24,24-31296724-31316724,24-31286724-31326724,24-31256724-31356724,24-31206724-31406724
abcd3a,NC_007135.7,31310640,31332087,-,31332087,31322087,31342087,31312087,31352087,31282087,31382087,31232087,31432087,24,24-31322087-31342087,24-31312087-31352087,24-31282087-31382087,24-31232087-31432087
fam168b,NC_007135.7,31334252,31347202,+,31334252,31324252,31344252,31314252,31354252,31284252,31384252,31234252,31434252,24,24-31324252-31344252,24-31314252-31354252,24-31284252-31384252,24-31234252-31434252
cremb,NC_007135.7,31350294,31368520,+,31350294,31340294,31360294,31330294,31370294,31300294,31400294,31250294,31450294,24,24-31340294-31360294,24-31330294-31370294,24-31300294-31400294,24-31250294-31450294
cpne3,NC_007135.7,31374383,31405794,+,31374383,31364383,31384383,31354383,31394383,31324383,31424383,31274383,31474383,24,24-31364383-31384383,24-31354383-31394383,24-31324383-31424383,24-31274383-31474383
cngb3.1,NC_007135.7,31405838,31426166,-,31426166,31416166,31436166,31406166,31446166,31376166,31476166,31326166,31526166,24,24-31416166-31436166,24-31406166-31446166,24-31376166-31476166,24-31326166-31526166
cnbd1,NC_007135.7,31459775,31535996,+,31459775,31449775,31469775,31439775,31479775,31409775,31509775,31359775,31559775,24,24-31449775-31469775,24-31439775-31479775,24-31409775-31509775,24-31359775-31559775
steap2,NC_007135.7,31831421,31846301,-,31846301,31836301,31856301,31826301,31866301,31796301,31896301,31746301,31946301,24,24-31836301-31856301,24-31826301-31866301,24-31796301-31896301,24-31746301-31946301
c1ql3a,NC_007135.7,31939779,31948061,-,31948061,31938061,31958061,31928061,31968061,31898061,31998061,31848061,32048061,24,24-31938061-31958061,24-31928061-31968061,24-31898061-31998061,24-31848061-32048061
rsu1,NC_007135.7,31948079,32030128,-,32030128,32020128,32040128,32010128,32050128,31980128,32080128,31930128,32130128,24,24-32020128-32040128,24-32010128-32050128,24-31980128-32080128,24-31930128-32130128
cubn,NC_007135.7,32035626,32150405,-,32150405,32140405,32160405,32130405,32170405,32100405,32200405,32050405,32250405,24,24-32140405-32160405,24-32130405-32170405,24-32100405-32200405,24-32050405-32250405
trdmt1,NC_007135.7,32151630,32173738,-,32173738,32163738,32183738,32153738,32193738,32123738,32223738,32073738,32273738,24,24-32163738-32183738,24-32153738-32193738,24-32123738-32223738,24-32073738-32273738
vim,NC_007135.7,32176190,32192681,+,32176190,32166190,32186190,32156190,32196190,32126190,32226190,32076190,32276190,24,24-32166190-32186190,24-32156190-32196190,24-32126190-32226190,24-32076190-32276190
itprid1,NC_007135.7,32414643,32452368,-,32452368,32442368,32462368,32432368,32472368,32402368,32502368,32352368,32552368,24,24-32442368-32462368,24-32432368-32472368,24-32402368-32502368,24-32352368-32552368
neurod6a,NC_007135.7,32472155,32474949,+,32472155,32462155,32482155,32452155,32492155,32422155,32522155,32372155,32572155,24,24-32462155-32482155,24-32452155-32492155,24-32422155-32522155,24-32372155-32572155
eif1b,NC_007135.7,32517915,32538102,-,32538102,32528102,32548102,32518102,32558102,32488102,32588102,32438102,32638102,24,24-32528102-32548102,24-32518102-32558102,24-32488102-32588102,24-32438102-32638102
yme1l1a,NC_007135.7,32525179,32549331,+,32525179,32515179,32535179,32505179,32545179,32475179,32575179,32425179,32625179,24,24-32515179-32535179,24-32505179-32545179,24-32475179-32575179,24-32425179-32625179
rdh12l,NC_007135.7,32573895,32582774,-,32582774,32572774,32592774,32562774,32602774,32532774,32632774,32482774,32682774,24,24-32572774-32592774,24-32562774-32602774,24-32532774-32632774,24-32482774-32682774
ca2,NC_007135.7,32646779,32664669,-,32664669,32654669,32674669,32644669,32684669,32614669,32714669,32564669,32764669,24,24-32654669-32674669,24-32644669-32684669,24-32614669-32714669,24-32564669-32764669
nrbp2b,NC_007135.7,33226267,33276189,-,33276189,33266189,33286189,33256189,33296189,33226189,33326189,33176189,33376189,24,24-33266189-33286189,24-33256189-33296189,24-33226189-33326189,24-33176189-33376189
zgc:195173,NC_007135.7,33279630,33284889,-,33284889,33274889,33294889,33264889,33304889,33234889,33334889,33184889,33384889,24,24-33274889-33294889,24-33264889-33304889,24-33234889-33334889,24-33184889-33384889
si:ch1073-406l10.2,NC_007135.7,33288455,33291784,-,33291784,33281784,33301784,33271784,33311784,33241784,33341784,33191784,33391784,24,24-33281784-33301784,24-33271784-33311784,24-33241784-33341784,24-33191784-33391784
slc4a2b,NC_007135.7,33301456,33390148,-,33390148,33380148,33400148,33370148,33410148,33340148,33440148,33290148,33490148,24,24-33380148-33400148,24-33370148-33410148,24-33340148-33440148,24-33290148-33490148
si:ch73-173p19.1,NC_007135.7,33392785,33428961,+,33392785,33382785,33402785,33372785,33412785,33342785,33442785,33292785,33492785,24,24-33382785-33402785,24-33372785-33412785,24-33342785-33442785,24-33292785-33492785
si:ch73-173p19.2,NC_007135.7,33438463,33461458,-,33461458,33451458,33471458,33441458,33481458,33411458,33511458,33361458,33561458,24,24-33451458-33471458,24-33441458-33481458,24-33411458-33511458,24-33361458-33561458
rmc1,NC_007135.7,33462800,33480653,+,33462800,33452800,33472800,33442800,33482800,33412800,33512800,33362800,33562800,24,24-33452800-33472800,24-33442800-33482800,24-33412800-33512800,24-33362800-33562800
dnah5l,NC_007135.7,33583502,33696726,+,33583502,33573502,33593502,33563502,33603502,33533502,33633502,33483502,33683502,24,24-33573502-33593502,24-33563502-33603502,24-33533502-33633502,24-33483502-33683502
cavin4b,NC_007135.7,33697831,33703380,-,33703380,33693380,33713380,33683380,33723380,33653380,33753380,33603380,33803380,24,24-33693380-33713380,24-33683380-33723380,24-33653380-33753380,24-33603380-33803380
tmeff1b,NC_007135.7,33708804,33756003,-,33756003,33746003,33766003,33736003,33776003,33706003,33806003,33656003,33856003,24,24-33746003-33766003,24-33736003-33776003,24-33706003-33806003,24-33656003-33856003
cdk5,NC_007135.7,33766795,33780387,-,33780387,33770387,33790387,33760387,33800387,33730387,33830387,33680387,33880387,24,24-33770387-33790387,24-33760387-33800387,24-33730387-33830387,24-33680387-33880387
abcb8,NC_007135.7,33781485,33801631,-,33801631,33791631,33811631,33781631,33821631,33751631,33851631,33701631,33901631,24,24-33791631-33811631,24-33781631-33821631,24-33751631-33851631,24-33701631-33901631
atg9b,NC_007135.7,33802584,33839355,+,33802584,33792584,33812584,33782584,33822584,33752584,33852584,33702584,33902584,24,24-33792584-33812584,24-33782584-33822584,24-33752584-33852584,24-33702584-33902584
asic1c,NC_007135.7,33842402,34035623,-,34035623,34025623,34045623,34015623,34055623,33985623,34085623,33935623,34135623,24,24-34025623-34045623,24-34015623-34055623,24-33985623-34085623,24-33935623-34135623
asb10,NC_007135.7,34085940,34107616,+,34085940,34075940,34095940,34065940,34105940,34035940,34135940,33985940,34185940,24,24-34075940-34095940,24-34065940-34105940,24-34035940-34135940,24-33985940-34185940
gbx1,NC_007135.7,34113424,34116526,+,34113424,34103424,34123424,34093424,34133424,34063424,34163424,34013424,34213424,24,24-34103424-34123424,24-34093424-34133424,24-34063424-34163424,24-34013424-34213424
agap3,NC_007135.7,34138482,34949444,-,34949444,34939444,34959444,34929444,34969444,34899444,34999444,34849444,35049444,24,24-34939444-34959444,24-34929444-34969444,24-34899444-34999444,24-34849444-35049444
ctnna1,NC_007135.7,34488316,34680972,-,34680972,34670972,34690972,34660972,34700972,34630972,34730972,34580972,34780972,24,24-34670972-34690972,24-34660972-34700972,24-34630972-34730972,24-34580972-34780972
lrrtm2,NC_007135.7,34606966,34609870,+,34606966,34596966,34616966,34586966,34626966,34556966,34656966,34506966,34706966,24,24-34596966-34616966,24-34586966-34626966,24-34556966-34656966,24-34506966-34706966
rb1cc1,NC_007135.7,34968521,35004243,+,34968521,34958521,34978521,34948521,34988521,34918521,35018521,34868521,35068521,24,24-34958521-34978521,24-34948521-34988521,24-34918521-35018521,24-34868521-35068521
pcmtd1,NC_007135.7,35183489,35218080,+,35183489,35173489,35193489,35163489,35203489,35133489,35233489,35083489,35283489,24,24-35173489-35193489,24-35163489-35203489,24-35133489-35233489,24-35083489-35283489
sntg1,NC_007135.7,35227856,35373061,-,35373061,35363061,35383061,35353061,35393061,35323061,35423061,35273061,35473061,24,24-35363061-35383061,24-35353061-35393061,24-35323061-35423061,24-35273061-35473061
snai2,NC_007135.7,35387514,35393534,+,35387514,35377514,35397514,35367514,35407514,35337514,35437514,35287514,35487514,24,24-35377514-35397514,24-35367514-35407514,24-35337514-35437514,24-35287514-35487514
ube2v2,NC_007135.7,35522298,35534273,-,35534273,35524273,35544273,35514273,35554273,35484273,35584273,35434273,35634273,24,24-35524273-35544273,24-35514273-35554273,24-35484273-35584273,24-35434273-35634273
mcm4,NC_007135.7,35536662,35561672,-,35561672,35551672,35571672,35541672,35581672,35511672,35611672,35461672,35661672,24,24-35551672-35571672,24-35541672-35581672,24-35511672-35611672,24-35461672-35661672
cebpd,NC_007135.7,35564662,35565873,+,35564662,35554662,35574662,35544662,35584662,35514662,35614662,35464662,35664662,24,24-35554662-35574662,24-35544662-35584662,24-35514662-35614662,24-35464662-35664662
mapre2,NC_007135.7,35679218,35707509,-,35707509,35697509,35717509,35687509,35727509,35657509,35757509,35607509,35807509,24,24-35697509-35717509,24-35687509-35727509,24-35657509-35757509,24-35607509-35807509
dtna,NC_007135.7,35709552,35771886,-,35771886,35761886,35781886,35751886,35791886,35721886,35821886,35671886,35871886,24,24-35761886-35781886,24-35751886-35791886,24-35721886-35821886,24-35671886-35871886
klhl14,NC_007135.7,35880648,35907272,+,35880648,35870648,35890648,35860648,35900648,35830648,35930648,35780648,35980648,24,24-35870648-35890648,24-35860648-35900648,24-35830648-35930648,24-35780648-35980648
abcd4,NC_007135.7,35910962,35930395,+,35910962,35900962,35920962,35890962,35930962,35860962,35960962,35810962,36010962,24,24-35900962-35920962,24-35890962-35930962,24-35860962-35960962,24-35810962-36010962
obscnb,NC_007135.7,35933923,36028950,+,35933923,35923923,35943923,35913923,35953923,35883923,35983923,35833923,36033923,24,24-35923923-35943923,24-35913923-35953923,24-35883923-35983923,24-35833923-36033923
gnal2,NC_007135.7,36046732,36095857,-,36095857,36085857,36105857,36075857,36115857,36045857,36145857,35995857,36195857,24,24-36085857-36105857,24-36075857-36115857,24-36045857-36145857,24-35995857-36195857
tmem14cb,NC_007135.7,36128895,36136401,-,36136401,36126401,36146401,36116401,36156401,36086401,36186401,36036401,36236401,24,24-36126401-36146401,24-36116401-36156401,24-36086401-36186401,24-36036401-36236401
pak1ip1,NC_007135.7,36158745,36175325,-,36175325,36165325,36185325,36155325,36195325,36125325,36225325,36075325,36275325,24,24-36165325-36185325,24-36155325-36195325,24-36125325-36225325,24-36075325-36275325
esco1,NC_007135.7,36177388,36196007,-,36196007,36186007,36206007,36176007,36216007,36146007,36246007,36096007,36296007,24,24-36186007-36206007,24-36176007-36216007,24-36146007-36246007,24-36096007-36296007
rbbp8,NC_007135.7,36204117,36223956,+,36204117,36194117,36214117,36184117,36224117,36154117,36254117,36104117,36304117,24,24-36194117-36214117,24-36184117-36224117,24-36154117-36254117,24-36104117-36304117
tmem241,NC_007135.7,36226719,36238035,-,36238035,36228035,36248035,36218035,36258035,36188035,36288035,36138035,36338035,24,24-36228035-36248035,24-36218035-36258035,24-36188035-36288035,24-36138035-36338035
riok3,NC_007135.7,36239649,36253210,+,36239649,36229649,36249649,36219649,36259649,36189649,36289649,36139649,36339649,24,24-36229649-36249649,24-36219649-36259649,24-36189649-36289649,24-36139649-36339649
si:ch211-40k21.5,NC_007135.7,36261305,36271378,-,36271378,36261378,36281378,36251378,36291378,36221378,36321378,36171378,36371378,24,24-36261378-36281378,24-36251378-36291378,24-36221378-36321378,24-36171378-36371378
coasy,NC_007135.7,36275664,36301072,-,36301072,36291072,36311072,36281072,36321072,36251072,36351072,36201072,36401072,24,24-36291072-36311072,24-36281072-36321072,24-36251072-36351072,24-36201072-36401072
naglu,NC_007135.7,36304473,36316080,-,36316080,36306080,36326080,36296080,36336080,36266080,36366080,36216080,36416080,24,24-36306080-36326080,24-36296080-36336080,24-36266080-36366080,24-36216080-36416080
pus3,NC_007135.7,36317639,36329660,+,36317639,36307639,36327639,36297639,36337639,36267639,36367639,36217639,36417639,24,24-36307639-36327639,24-36297639-36337639,24-36267639-36367639,24-36217639-36417639
si:ch211-40k21.9,NC_007135.7,36331031,36337324,-,36337324,36327324,36347324,36317324,36357324,36287324,36387324,36237324,36437324,24,24-36327324-36347324,24-36317324-36357324,24-36287324-36387324,24-36237324-36437324
grnb,NC_007135.7,36339239,36364786,+,36339239,36329239,36349239,36319239,36359239,36289239,36389239,36239239,36439239,24,24-36329239-36349239,24-36319239-36359239,24-36289239-36389239,24-36239239-36439239
arf2b,NC_007135.7,36392514,36399271,+,36392514,36382514,36402514,36372514,36412514,36342514,36442514,36292514,36492514,24,24-36382514-36402514,24-36372514-36412514,24-36342514-36442514,24-36292514-36492514
grb7,NC_007135.7,36404372,36443136,+,36404372,36394372,36414372,36384372,36424372,36354372,36454372,36304372,36504372,24,24-36394372-36414372,24-36384372-36424372,24-36354372-36454372,24-36304372-36504372
si:ch73-334d15.4,NC_007135.7,36633974,36640796,+,36633974,36623974,36643974,36613974,36653974,36583974,36683974,36533974,36733974,24,24-36623974-36643974,24-36613974-36653974,24-36583974-36683974,24-36533974-36733974
ccr10,NC_007135.7,36673689,36680261,-,36680261,36670261,36690261,36660261,36700261,36630261,36730261,36580261,36780261,24,24-36670261-36690261,24-36660261-36700261,24-36630261-36730261,24-36580261-36780261
si:ch73-334d15.1,NC_007135.7,36721340,36728001,-,36728001,36718001,36738001,36708001,36748001,36678001,36778001,36628001,36828001,24,24-36718001-36738001,24-36708001-36748001,24-36678001-36778001,24-36628001-36828001
dcakd,NC_007135.7,36798660,36802891,-,36802891,36792891,36812891,36782891,36822891,36752891,36852891,36702891,36902891,24,24-36792891-36812891,24-36782891-36822891,24-36752891-36852891,24-36702891-36902891
dnaaf3l,NC_007135.7,36902810,36910514,-,36910514,36900514,36920514,36890514,36930514,36860514,36960514,36810514,37010514,24,24-36900514-36920514,24-36890514-36930514,24-36860514-36960514,24-36810514-37010514
dnaaf3,NC_007135.7,36995295,37003896,-,37003896,36993896,37013896,36983896,37023896,36953896,37053896,36903896,37103896,24,24-36993896-37013896,24-36983896-37023896,24-36953896-37053896,24-36903896-37103896
kcnc3b,NC_007135.7,37061230,37192939,+,37061230,37051230,37071230,37041230,37081230,37011230,37111230,36961230,37161230,24,24-37051230-37071230,24-37041230-37081230,24-37011230-37111230,24-36961230-37161230
cog7,NC_007135.7,37194343,37223557,-,37223557,37213557,37233557,37203557,37243557,37173557,37273557,37123557,37323557,24,24-37213557-37233557,24-37203557-37243557,24-37173557-37273557,24-37123557-37323557
ube2ib,NC_007135.7,37257588,37272116,-,37272116,37262116,37282116,37252116,37292116,37222116,37322116,37172116,37372116,24,24-37262116-37282116,24-37252116-37292116,24-37222116-37322116,24-37172116-37372116
pdpk1b,NC_007135.7,37301852,37326125,-,37326125,37316125,37336125,37306125,37346125,37276125,37376125,37226125,37426125,24,24-37316125-37336125,24-37306125-37346125,24-37276125-37376125,24-37226125-37426125
tsr3,NC_007135.7,37329119,37337973,-,37337973,37327973,37347973,37317973,37357973,37287973,37387973,37237973,37437973,24,24-37327973-37347973,24-37317973-37357973,24-37287973-37387973,24-37237973-37437973
gnptg,NC_007135.7,37338430,37347858,+,37338430,37328430,37348430,37318430,37358430,37288430,37388430,37238430,37438430,24,24-37328430-37348430,24-37318430-37358430,24-37288430-37388430,24-37238430-37438430
si:ch211-183d21.1,NC_007135.7,37406497,37429095,+,37406497,37396497,37416497,37386497,37426497,37356497,37456497,37306497,37506497,24,24-37396497-37416497,24-37386497-37426497,24-37356497-37456497,24-37306497-37506497
